E:\drivedata\IMG\center_2019_07_17_23_01_41_009.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_41_009.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_41_009.jpg,0,0.006572545,0,4.397814
E:\drivedata\IMG\center_2019_07_17_23_01_41_105.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_41_105.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_41_105.jpg,0,0,0,4.354071
E:\drivedata\IMG\center_2019_07_17_23_01_41_199.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_41_199.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_41_199.jpg,0,0,0,4.319085
E:\drivedata\IMG\center_2019_07_17_23_01_41_292.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_41_292.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_41_292.jpg,0,0,0,4.275748
E:\drivedata\IMG\center_2019_07_17_23_01_41_387.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_41_387.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_41_387.jpg,-0.25,0,0,4.223642
E:\drivedata\IMG\center_2019_07_17_23_01_41_482.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_41_482.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_41_482.jpg,-0.5000001,0,0,4.156343
E:\drivedata\IMG\center_2019_07_17_23_01_41_566.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_41_566.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_41_566.jpg,-0.7,0,0,4.092724
E:\drivedata\IMG\center_2019_07_17_23_01_41_671.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_41_671.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_41_671.jpg,0,0,0,4.008018
E:\drivedata\IMG\center_2019_07_17_23_01_41_765.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_41_765.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_41_765.jpg,0,0,0,3.967589
E:\drivedata\IMG\center_2019_07_17_23_01_41_860.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_41_860.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_41_860.jpg,0,0,0,3.935709
E:\drivedata\IMG\center_2019_07_17_23_01_41_954.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_41_954.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_41_954.jpg,0,0.2809044,0,4.147123
E:\drivedata\IMG\center_2019_07_17_23_01_42_046.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_42_046.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_42_046.jpg,0,0.5544351,0,4.698284
E:\drivedata\IMG\center_2019_07_17_23_01_42_142.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_42_142.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_42_142.jpg,0,0.2647089,0,5.05329
E:\drivedata\IMG\center_2019_07_17_23_01_42_234.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_42_234.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_42_234.jpg,0,0.2650887,0,5.202748
E:\drivedata\IMG\center_2019_07_17_23_01_42_327.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_42_327.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_42_327.jpg,0,0.545139,0,5.698778
E:\drivedata\IMG\center_2019_07_17_23_01_42_423.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_42_423.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_42_423.jpg,0,0.5450517,0,6.370523
E:\drivedata\IMG\center_2019_07_17_23_01_42_516.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_42_516.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_42_516.jpg,0,0.2643201,0,6.659289
E:\drivedata\IMG\center_2019_07_17_23_01_42_608.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_42_608.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_42_608.jpg,-0.1,0.5405097,0,7.13061
E:\drivedata\IMG\center_2019_07_17_23_01_42_703.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_42_703.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_42_703.jpg,-0.35,0.550845,0,7.763559
E:\drivedata\IMG\center_2019_07_17_23_01_42_798.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_42_798.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_42_798.jpg,-0.5500001,0.2647845,0,7.999147
E:\drivedata\IMG\center_2019_07_17_23_01_42_883.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_42_883.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_42_883.jpg,-0.8000001,0.005278543,0,7.942366
E:\drivedata\IMG\center_2019_07_17_23_01_42_989.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_42_989.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_42_989.jpg,0,0,0,7.772398
E:\drivedata\IMG\center_2019_07_17_23_01_43_080.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_43_080.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_43_080.jpg,0,0,0,7.706798
E:\drivedata\IMG\center_2019_07_17_23_01_43_175.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_43_175.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_43_175.jpg,0,0,0,7.629216
E:\drivedata\IMG\center_2019_07_17_23_01_43_269.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_43_269.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_43_269.jpg,-0.25,0,0,7.538095
E:\drivedata\IMG\center_2019_07_17_23_01_43_364.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_43_364.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_43_364.jpg,-0.5000001,0,0,7.415871
E:\drivedata\IMG\center_2019_07_17_23_01_43_458.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_43_458.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_43_458.jpg,0,0,0,7.330142
E:\drivedata\IMG\center_2019_07_17_23_01_43_547.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_43_547.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_43_547.jpg,0,0,0,7.255056
E:\drivedata\IMG\center_2019_07_17_23_01_43_651.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_43_651.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_43_651.jpg,-0.15,0,0,7.17742
E:\drivedata\IMG\center_2019_07_17_23_01_43_742.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_43_742.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_43_742.jpg,-0.4,0,0,7.072953
E:\drivedata\IMG\center_2019_07_17_23_01_43_835.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_43_835.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_43_835.jpg,-0.6000001,0,0,6.971271
E:\drivedata\IMG\center_2019_07_17_23_01_43_932.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_43_932.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_43_932.jpg,-0.8500001,0,0,6.822534
E:\drivedata\IMG\center_2019_07_17_23_01_44_027.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_44_027.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_44_027.jpg,-1,0,0,6.663393
E:\drivedata\IMG\center_2019_07_17_23_01_44_119.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_44_119.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_44_119.jpg,-1,0,0,6.579212
E:\drivedata\IMG\center_2019_07_17_23_01_44_215.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_44_215.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_44_215.jpg,-1,0,0,6.487457
E:\drivedata\IMG\center_2019_07_17_23_01_44_301.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_44_301.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_44_301.jpg,-1,0,0,6.398742
E:\drivedata\IMG\center_2019_07_17_23_01_44_400.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_44_400.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_44_400.jpg,0,0,0,6.18498
E:\drivedata\IMG\center_2019_07_17_23_01_44_492.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_44_492.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_44_492.jpg,0,0,0,6.109493
E:\drivedata\IMG\center_2019_07_17_23_01_44_586.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_44_586.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_44_586.jpg,0,0,0,6.04794
E:\drivedata\IMG\center_2019_07_17_23_01_44_674.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_44_674.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_44_674.jpg,0,0,0,5.999341
E:\drivedata\IMG\center_2019_07_17_23_01_44_767.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_44_767.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_44_767.jpg,0,0.278175,0,6.163337
E:\drivedata\IMG\center_2019_07_17_23_01_44_857.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_44_857.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_44_857.jpg,0,0.5493753,0,6.554605
E:\drivedata\IMG\center_2019_07_17_23_01_44_950.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_44_950.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_44_950.jpg,0,0.8289261,0,7.377748
E:\drivedata\IMG\center_2019_07_17_23_01_45_042.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_45_042.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_45_042.jpg,0,1,0,8.482746
E:\drivedata\IMG\center_2019_07_17_23_01_45_131.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_45_131.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_45_131.jpg,0,1,0,9.381255
E:\drivedata\IMG\center_2019_07_17_23_01_45_223.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_45_223.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_45_223.jpg,0,1,0,10.49473
E:\drivedata\IMG\center_2019_07_17_23_01_45_313.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_45_313.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_45_313.jpg,0,1,0,11.37758
E:\drivedata\IMG\center_2019_07_17_23_01_45_405.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_45_405.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_45_405.jpg,-0.15,0.7302247,0,12.33664
E:\drivedata\IMG\center_2019_07_17_23_01_45_496.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_45_496.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_45_496.jpg,-0.35,0.4618972,0,12.67815
E:\drivedata\IMG\center_2019_07_17_23_01_45_576.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_45_576.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_45_576.jpg,-0.5500001,0.2127661,0,12.641
E:\drivedata\IMG\center_2019_07_17_23_01_45_682.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_45_682.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_45_682.jpg,-0.8000001,0,0,12.50042
E:\drivedata\IMG\center_2019_07_17_23_01_45_778.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_45_778.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_45_778.jpg,-1,0,0,12.2505
E:\drivedata\IMG\center_2019_07_17_23_01_45_865.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_45_865.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_45_865.jpg,0,0,0,11.93381
E:\drivedata\IMG\center_2019_07_17_23_01_45_948.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_45_948.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_45_948.jpg,0,0,0,11.75253
E:\drivedata\IMG\center_2019_07_17_23_01_46_036.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_46_036.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_46_036.jpg,0,0,0,11.68842
E:\drivedata\IMG\center_2019_07_17_23_01_46_142.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_46_142.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_46_142.jpg,0,0,0,11.58493
E:\drivedata\IMG\center_2019_07_17_23_01_46_232.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_46_232.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_46_232.jpg,0,0,0,11.39825
E:\drivedata\IMG\center_2019_07_17_23_01_46_328.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_46_328.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_46_328.jpg,0,0,0,11.31727
E:\drivedata\IMG\center_2019_07_17_23_01_46_415.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_46_415.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_46_415.jpg,0,0,0,11.08835
E:\drivedata\IMG\center_2019_07_17_23_01_46_505.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_46_505.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_46_505.jpg,0,0,0,11.11727
E:\drivedata\IMG\center_2019_07_17_23_01_46_588.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_46_588.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_46_588.jpg,0,0,0,11.02786
E:\drivedata\IMG\center_2019_07_17_23_01_46_685.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_46_685.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_46_685.jpg,0,0,0,10.91703
E:\drivedata\IMG\center_2019_07_17_23_01_46_778.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_46_778.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_46_778.jpg,0,0,0,10.82886
E:\drivedata\IMG\center_2019_07_17_23_01_46_871.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_46_871.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_46_871.jpg,0,0.1357362,0,10.77396
E:\drivedata\IMG\center_2019_07_17_23_01_46_960.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_46_960.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_46_960.jpg,0,0.4012137,0,10.97454
E:\drivedata\IMG\center_2019_07_17_23_01_47_051.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_47_051.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_47_051.jpg,0,0.6727098,0,11.50801
E:\drivedata\IMG\center_2019_07_17_23_01_47_144.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_47_144.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_47_144.jpg,0,0.4019511,0,11.85899
E:\drivedata\IMG\center_2019_07_17_23_01_47_235.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_47_235.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_47_235.jpg,0,0.1304433,0,12.04742
E:\drivedata\IMG\center_2019_07_17_23_01_47_326.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_47_326.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_47_326.jpg,0,0,0,11.9481
E:\drivedata\IMG\center_2019_07_17_23_01_47_415.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_47_415.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_47_415.jpg,0,0,0,11.66074
E:\drivedata\IMG\center_2019_07_17_23_01_47_506.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_47_506.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_47_506.jpg,0,0,0,11.89916
E:\drivedata\IMG\center_2019_07_17_23_01_47_597.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_47_597.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_47_597.jpg,0,0,0,11.81739
E:\drivedata\IMG\center_2019_07_17_23_01_47_686.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_47_686.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_47_686.jpg,0,0.136686,0,11.56511
E:\drivedata\IMG\center_2019_07_17_23_01_47_772.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_47_772.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_47_772.jpg,0,0.4028892,0,11.89742
E:\drivedata\IMG\center_2019_07_17_23_01_47_864.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_47_864.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_47_864.jpg,0,0.137043,0,12.01602
E:\drivedata\IMG\center_2019_07_17_23_01_47_950.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_47_950.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_47_950.jpg,0,0,0,11.94684
E:\drivedata\IMG\center_2019_07_17_23_01_48_039.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_48_039.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_48_039.jpg,0,0,0,11.78995
E:\drivedata\IMG\center_2019_07_17_23_01_48_126.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_48_126.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_48_126.jpg,0,0,0,11.56122
E:\drivedata\IMG\center_2019_07_17_23_01_48_221.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_48_221.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_48_221.jpg,0,0,0,11.48374
E:\drivedata\IMG\center_2019_07_17_23_01_48_311.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_48_311.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_48_311.jpg,0,0,0,11.55653
E:\drivedata\IMG\center_2019_07_17_23_01_48_397.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_48_397.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_48_397.jpg,-0.2,0.2556657,0,11.51283
E:\drivedata\IMG\center_2019_07_17_23_01_48_487.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_48_487.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_48_487.jpg,-0.45,0,0,11.30821
E:\drivedata\IMG\center_2019_07_17_23_01_48_576.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_48_576.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_48_576.jpg,-0.6500001,0,0,11.25248
E:\drivedata\IMG\center_2019_07_17_23_01_48_670.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_48_670.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_48_670.jpg,0,0,0,11.01158
E:\drivedata\IMG\center_2019_07_17_23_01_48_753.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_48_753.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_48_753.jpg,0,0.1226199,0,10.93336
E:\drivedata\IMG\center_2019_07_17_23_01_48_842.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_48_842.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_48_842.jpg,0,0.3862674,0,11.19938
E:\drivedata\IMG\center_2019_07_17_23_01_48_933.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_48_933.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_48_933.jpg,0,0.3927878,0,11.33457
E:\drivedata\IMG\center_2019_07_17_23_01_49_035.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_49_035.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_49_035.jpg,0,0.1085729,0,11.83516
E:\drivedata\IMG\center_2019_07_17_23_01_49_123.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_49_123.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_49_123.jpg,0,0,0,11.73477
E:\drivedata\IMG\center_2019_07_17_23_01_49_210.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_49_210.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_49_210.jpg,0,0,0,11.21077
E:\drivedata\IMG\center_2019_07_17_23_01_49_302.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_49_302.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_49_302.jpg,0,0,0,11.38886
E:\drivedata\IMG\center_2019_07_17_23_01_49_399.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_49_399.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_49_399.jpg,0,0,0,11.27238
E:\drivedata\IMG\center_2019_07_17_23_01_49_490.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_49_490.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_49_490.jpg,0,0.1359699,0,11.25424
E:\drivedata\IMG\center_2019_07_17_23_01_49_575.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_49_575.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_49_575.jpg,0,0.4127385,0,11.3694
E:\drivedata\IMG\center_2019_07_17_23_01_49_663.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_49_663.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_49_663.jpg,0,0.6566844,0,11.82857
E:\drivedata\IMG\center_2019_07_17_23_01_49_750.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_49_750.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_49_750.jpg,0,0.9376083,0,12.70871
E:\drivedata\IMG\center_2019_07_17_23_01_49_859.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_49_859.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_49_859.jpg,0,1,0,13.90972
E:\drivedata\IMG\center_2019_07_17_23_01_49_945.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_49_945.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_49_945.jpg,0,1,0,14.88538
E:\drivedata\IMG\center_2019_07_17_23_01_50_038.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_50_038.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_50_038.jpg,0,1,0,15.74846
E:\drivedata\IMG\center_2019_07_17_23_01_50_120.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_50_120.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_50_120.jpg,-0.25,1,0,16.82585
E:\drivedata\IMG\center_2019_07_17_23_01_50_222.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_50_222.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_50_222.jpg,-0.5000001,0.7000723,0,17.46599
E:\drivedata\IMG\center_2019_07_17_23_01_50_312.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_50_312.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_50_312.jpg,-0.7,0.4279723,0,17.64663
E:\drivedata\IMG\center_2019_07_17_23_01_50_399.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_50_399.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_50_399.jpg,-0.9000002,0.165679,0,17.55716
E:\drivedata\IMG\center_2019_07_17_23_01_50_498.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_50_498.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_50_498.jpg,0,0,0,17.4306
E:\drivedata\IMG\center_2019_07_17_23_01_50_594.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_50_594.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_50_594.jpg,0,0,0,17.08475
E:\drivedata\IMG\center_2019_07_17_23_01_50_681.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_50_681.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_50_681.jpg,0,0,0,17.00809
E:\drivedata\IMG\center_2019_07_17_23_01_50_773.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_50_773.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_50_773.jpg,0,0,0,16.85345
E:\drivedata\IMG\center_2019_07_17_23_01_50_865.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_50_865.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_50_865.jpg,0,0,0,16.64269
E:\drivedata\IMG\center_2019_07_17_23_01_50_957.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_50_957.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_50_957.jpg,0,0,0,16.50634
E:\drivedata\IMG\center_2019_07_17_23_01_51_037.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_51_037.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_51_037.jpg,0,0,0,16.37116
E:\drivedata\IMG\center_2019_07_17_23_01_51_132.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_51_132.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_51_132.jpg,0,0,0,16.20264
E:\drivedata\IMG\center_2019_07_17_23_01_51_223.jpg,E:\drivedata\IMG\left_2019_07_17_23_01_51_223.jpg,E:\drivedata\IMG\right_2019_07_17_23_01_51_223.jpg,0,0,0,16.03757
